2019-08-01 13:54:54.438 febs [main] INFO  com.neefull.fsp.FlpApplication - Starting FlpApplication on pc-wangpei with PID 16136 (D:\workspace\workspace_open\FreelancePlatform\target\classes started by Thinkpad in D:\workspace\workspace_open\FreelancePlatform)
2019-08-01 14:07:19.248 febs [Febs-Async-Thread3] INFO  p6spy - 2019-08-01 14:07:19 | 耗时 1 ms | SQL 语句：
INSERT INTO t_log (USERNAME, OPERATION, TIME, METHOD, PARAMS, IP, CREATE_TIME, LOCATION) VALUES ('MrBird', '修改用户', 12, 'com.neefull.fsp.system.controller.UserController.updateUser()', ' user: "User(userId=8, username=null, password=null, deptId=1, email=pei.wang@neefull.com, mobile=18098698828, status=1, createTime=null, modifyTime=Thu Aug 01 14:07:19 CST 2019, lastLoginTime=null, sex=0, avatar=null, theme=null, isTab=null, description=, deptName=null, createTimeFrom=null, createTimeTo=null, roleId=1, roleName=null)"', '127.0.0.1', '2019-08-01T14:07:19.245+0800', '内网IP|0|0|内网IP|内网IP');
2019-08-01 14:07:19.261 febs [http-nio-8080-exec-8] INFO  p6spy - 2019-08-01 14:07:19 | 耗时 0 ms | SQL 语句：
SELECT COUNT(1) FROM ( SELECT u.user_id userId, u.username, u.email, u.mobile, u.status, u.create_time createTime, u.ssex sex, u.dept_id deptId, u.last_login_time lastLoginTime, u.modify_time modifyTime, u.description, u.avatar, d.dept_name deptName, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName FROM t_user u LEFT JOIN t_dept d ON (u.dept_id = d.dept_id) LEFT JOIN t_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN t_role r ON r.role_id = ur.role_id WHERE 1 = 1 GROUP BY u.username ) TOTAL;
2019-08-01 14:07:19.263 febs [http-nio-8080-exec-8] INFO  p6spy - 2019-08-01 14:07:19 | 耗时 0 ms | SQL 语句：
SELECT u.user_id userId, u.username, u.email, u.mobile, u.status, u.create_time createTime, u.ssex sex, u.dept_id deptId, u.last_login_time lastLoginTime, u.modify_time modifyTime, u.description, u.avatar, d.dept_name deptName, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName FROM t_user u LEFT JOIN t_dept d ON (u.dept_id = d.dept_id) LEFT JOIN t_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN t_role r ON r.role_id = ur.role_id WHERE 1 = 1 GROUP BY u.username ORDER BY userId ASC LIMIT 0,10;
2019-08-01 14:07:22.374 febs [http-nio-8080-exec-9] INFO  p6spy - 2019-08-01 14:07:22 | 耗时 0 ms | SQL 语句：
SELECT u.user_id userId, u.username, u.email, u.mobile, u.password, u.status, u.create_time createTime, u.ssex sex, u.dept_id deptId, u.last_login_time lastLoginTime, u.modify_time modifyTime, u.description, u.avatar, u.theme, u.is_tab isTab, d.dept_name deptName, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName FROM t_user u LEFT JOIN t_dept d ON (u.dept_id = d.dept_id) LEFT JOIN t_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN t_role r ON r.role_id = ur.role_id WHERE u.username = 'wnagpei' GROUP BY u.username;
2019-08-01 14:07:22.405 febs [http-nio-8080-exec-10] INFO  p6spy - 2019-08-01 14:07:22 | 耗时 0 ms | SQL 语句：
SELECT DEPT_ID, PARENT_ID, DEPT_NAME, ORDER_NUM, CREATE_TIME, MODIFY_TIME FROM t_dept;
2019-08-01 14:07:22.907 febs [http-nio-8080-exec-1] INFO  p6spy - 2019-08-01 14:07:22 | 耗时 0 ms | SQL 语句：
SELECT ROLE_ID, ROLE_NAME, REMARK, CREATE_TIME, MODIFY_TIME FROM t_role;
2019-08-01 14:07:31.327 febs [http-nio-8080-exec-6] INFO  p6spy - 2019-08-01 14:07:31 | 耗时 0 ms | SQL 语句：
SELECT u.user_id userId, u.username, u.email, u.mobile, u.password, u.status, u.create_time createTime, u.ssex sex, u.dept_id deptId, u.last_login_time lastLoginTime, u.modify_time modifyTime, u.description, u.avatar, u.theme, u.is_tab isTab, d.dept_name deptName, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName FROM t_user u LEFT JOIN t_dept d ON (u.dept_id = d.dept_id) LEFT JOIN t_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN t_role r ON r.role_id = ur.role_id WHERE u.username = 'wnagpei' GROUP BY u.username;
2019-08-01 14:07:51.516 febs [http-nio-8080-exec-9] INFO  c.n.flp.common.aspect.LimitAspect - IP:127.0.0.1 第 1 次访问key为 [limit_login127.0.0.1]，描述为 [登录接口] 的接口
2019-08-01 14:07:51.519 febs [http-nio-8080-exec-9] INFO  p6spy - 2019-08-01 14:07:51 | 耗时 0 ms | SQL 语句：
SELECT u.user_id userId, u.username, u.email, u.mobile, u.password, u.status, u.create_time createTime, u.ssex sex, u.dept_id deptId, u.last_login_time lastLoginTime, u.modify_time modifyTime, u.description, u.avatar, u.theme, u.is_tab isTab, d.dept_name deptName, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName FROM t_user u LEFT JOIN t_dept d ON (u.dept_id = d.dept_id) LEFT JOIN t_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN t_role r ON r.role_id = ur.role_id WHERE u.username = 'wangpei' GROUP BY u.username;
2019-08-01 14:08:06.473 febs [http-nio-8080-exec-1] INFO  c.n.flp.common.aspect.LimitAspect - IP:127.0.0.1 第 2 次访问key为 [limit_login127.0.0.1]，描述为 [登录接口] 的接口
2019-08-01 14:08:06.476 febs [http-nio-8080-exec-1] INFO  p6spy - 2019-08-01 14:08:06 | 耗时 0 ms | SQL 语句：
SELECT u.user_id userId, u.username, u.email, u.mobile, u.password, u.status, u.create_time createTime, u.ssex sex, u.dept_id deptId, u.last_login_time lastLoginTime, u.modify_time modifyTime, u.description, u.avatar, u.theme, u.is_tab isTab, d.dept_name deptName, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName FROM t_user u LEFT JOIN t_dept d ON (u.dept_id = d.dept_id) LEFT JOIN t_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN t_role r ON r.role_id = ur.role_id WHERE u.username = 'wangpei' GROUP BY u.username;
2019-08-01 14:08:19.631 febs [http-nio-8080-exec-4] INFO  c.n.flp.common.aspect.LimitAspect - IP:127.0.0.1 第 3 次访问key为 [limit_login127.0.0.1]，描述为 [登录接口] 的接口
2019-08-01 14:08:19.634 febs [http-nio-8080-exec-4] INFO  p6spy - 2019-08-01 14:08:19 | 耗时 0 ms | SQL 语句：
SELECT u.user_id userId, u.username, u.email, u.mobile, u.password, u.status, u.create_time createTime, u.ssex sex, u.dept_id deptId, u.last_login_time lastLoginTime, u.modify_time modifyTime, u.description, u.avatar, u.theme, u.is_tab isTab, d.dept_name deptName, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName FROM t_user u LEFT JOIN t_dept d ON (u.dept_id = d.dept_id) LEFT JOIN t_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN t_role r ON r.role_id = ur.role_id WHERE u.username = 'mrbird' GROUP BY u.username;
2019-08-01 14:08:19.641 febs [http-nio-8080-exec-4] INFO  p6spy - 2019-08-01 14:08:19 | 耗时 2 ms | SQL 语句：
INSERT INTO t_login_log (USERNAME, LOGIN_TIME, LOCATION, IP, `SYSTEM`, BROWSER) VALUES ('mrbird', '2019-08-01T14:08:19.637+0800', '内网IP|0|0|内网IP|内网IP', '127.0.0.1', 'Windows 10', 'Chrome 75');
2019-08-01 14:08:19.655 febs [http-nio-8080-exec-7] INFO  p6spy - 2019-08-01 14:08:19 | 耗时 0 ms | SQL 语句：
SELECT r.* FROM t_role r LEFT JOIN t_user_role ur ON (r.role_id = ur.role_id) LEFT JOIN t_user u ON (u.user_id = ur.user_id) WHERE u.username = 'MrBird';
2019-08-01 14:08:19.658 febs [http-nio-8080-exec-7] INFO  p6spy - 2019-08-01 14:08:19 | 耗时 0 ms | SQL 语句：
SELECT m.perms FROM t_role r LEFT JOIN t_user_role ur ON (r.role_id = ur.role_id) LEFT JOIN t_user u ON (u.user_id = ur.user_id) LEFT JOIN t_role_menu rm ON (rm.role_id = r.role_id) LEFT JOIN t_menu m ON (m.menu_id = rm.menu_id) WHERE u.username = 'MrBird' AND m.perms IS NOT NULL AND m.perms <> '';
2019-08-01 14:08:19.662 febs [http-nio-8080-exec-7] INFO  p6spy - 2019-08-01 14:08:19 | 耗时 0 ms | SQL 语句：
SELECT u.user_id userId, u.username, u.email, u.mobile, u.password, u.status, u.create_time createTime, u.ssex sex, u.dept_id deptId, u.last_login_time lastLoginTime, u.modify_time modifyTime, u.description, u.avatar, u.theme, u.is_tab isTab, d.dept_name deptName, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName FROM t_user u LEFT JOIN t_dept d ON (u.dept_id = d.dept_id) LEFT JOIN t_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN t_role r ON r.role_id = ur.role_id WHERE u.username = 'MrBird' GROUP BY u.username;
2019-08-01 14:08:19.915 febs [http-nio-8080-exec-5] INFO  p6spy - 2019-08-01 14:08:19 | 耗时 1 ms | SQL 语句：
SELECT m.* FROM t_menu m WHERE m.type <> 1 AND m.MENU_ID IN (SELECT DISTINCT rm.menu_id FROM t_role_menu rm LEFT JOIN t_role r ON (rm.role_id = r.role_id) LEFT JOIN t_user_role ur ON (ur.role_id = r.role_id) LEFT JOIN t_user u ON (u.user_id = ur.user_id) WHERE u.username = 'MrBird') ORDER BY m.order_num;
2019-08-01 14:08:19.986 febs [http-nio-8080-exec-9] INFO  p6spy - 2019-08-01 14:08:19 | 耗时 0 ms | SQL 语句：
UPDATE t_user SET LAST_LOGIN_TIME = '2019-08-01T14:08:19.983+0800' WHERE USERNAME = 'MrBird';
2019-08-01 14:08:19.989 febs [http-nio-8080-exec-9] INFO  p6spy - 2019-08-01 14:08:19 | 耗时 0 ms | SQL 语句：
SELECT count(1) FROM t_login_log;
2019-08-01 14:08:19.991 febs [http-nio-8080-exec-9] INFO  p6spy - 2019-08-01 14:08:19 | 耗时 0 ms | SQL 语句：
SELECT count(1) FROM t_login_log WHERE datediff(login_time, now()) = 0;
2019-08-01 14:08:19.994 febs [http-nio-8080-exec-9] INFO  p6spy - 2019-08-01 14:08:19 | 耗时 0 ms | SQL 语句：
SELECT count(DISTINCT (ip)) FROM t_login_log WHERE datediff(login_time, now()) = 0;
2019-08-01 14:08:19.996 febs [http-nio-8080-exec-9] INFO  p6spy - 2019-08-01 14:08:19 | 耗时 0 ms | SQL 语句：
SELECT date_format(l.login_time, '%m-%d') days, count(1) count FROM (SELECT * FROM t_login_log WHERE date_sub(curdate(), INTERVAL 10 day) <= date(login_time)) AS l WHERE 1 = 1 GROUP BY days;
2019-08-01 14:08:19.999 febs [http-nio-8080-exec-9] INFO  p6spy - 2019-08-01 14:08:19 | 耗时 0 ms | SQL 语句：
SELECT date_format(l.login_time, '%m-%d') days, count(1) count FROM (SELECT * FROM t_login_log WHERE date_sub(curdate(), INTERVAL 10 day) <= date(login_time)) AS l WHERE 1 = 1 AND l.username = 'MrBird' GROUP BY days;
2019-08-01 14:09:35.739 febs [http-nio-8080-exec-6] INFO  p6spy - 2019-08-01 14:09:35 | 耗时 0 ms | SQL 语句：
SELECT r.* FROM t_role r LEFT JOIN t_user_role ur ON (r.role_id = ur.role_id) LEFT JOIN t_user u ON (u.user_id = ur.user_id) WHERE u.username = 'MrBird';
2019-08-01 14:09:35.746 febs [http-nio-8080-exec-6] INFO  p6spy - 2019-08-01 14:09:35 | 耗时 0 ms | SQL 语句：
SELECT m.perms FROM t_role r LEFT JOIN t_user_role ur ON (r.role_id = ur.role_id) LEFT JOIN t_user u ON (u.user_id = ur.user_id) LEFT JOIN t_role_menu rm ON (rm.role_id = r.role_id) LEFT JOIN t_menu m ON (m.menu_id = rm.menu_id) WHERE u.username = 'MrBird' AND m.perms IS NOT NULL AND m.perms <> '';
2019-08-01 14:09:35.812 febs [http-nio-8080-exec-7] INFO  p6spy - 2019-08-01 14:09:35 | 耗时 0 ms | SQL 语句：
SELECT COUNT(1) FROM t_job;
2019-08-01 14:09:35.813 febs [http-nio-8080-exec-7] INFO  p6spy - 2019-08-01 14:09:35 | 耗时 0 ms | SQL 语句：
SELECT JOB_ID, bean_name, method_name, params, cron_expression, status, remark, create_time FROM t_job ORDER BY create_time DESC LIMIT 0,10;
2019-08-01 14:09:37.271 febs [http-nio-8080-exec-3] INFO  p6spy - 2019-08-01 14:09:37 | 耗时 1 ms | SQL 语句：
SELECT COUNT(1) FROM t_job_log;
2019-08-01 14:09:37.272 febs [http-nio-8080-exec-3] INFO  p6spy - 2019-08-01 14:09:37 | 耗时 0 ms | SQL 语句：
SELECT LOG_ID, job_id, bean_name, method_name, params, status, error, times, create_time FROM t_job_log ORDER BY create_time DESC LIMIT 0,10;
2019-08-01 14:09:39.541 febs [http-nio-8080-exec-8] INFO  p6spy - 2019-08-01 14:09:39 | 耗时 3 ms | SQL 语句：
SELECT ID, author, base_package, entity_package, mapper_package, mapper_xml_package, service_package, service_impl_package, controller_package, is_trim, trim_value FROM t_generator_config;
2019-08-01 14:09:40.423 febs [http-nio-8080-exec-9] INFO  p6spy - 2019-08-01 14:09:40 | 耗时 0 ms | SQL 语句：
SELECT COUNT(1) FROM information_schema.TABLES WHERE TABLE_SCHEMA = 'febs_base';
2019-08-01 14:09:46.485 febs [http-nio-8080-exec-1] INFO  p6spy - 2019-08-01 14:09:46 | 耗时 1 ms | SQL 语句：
SELECT COUNT(1) FROM ( SELECT u.user_id userId, u.username, u.email, u.mobile, u.status, u.create_time createTime, u.ssex sex, u.dept_id deptId, u.last_login_time lastLoginTime, u.modify_time modifyTime, u.description, u.avatar, d.dept_name deptName, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName FROM t_user u LEFT JOIN t_dept d ON (u.dept_id = d.dept_id) LEFT JOIN t_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN t_role r ON r.role_id = ur.role_id WHERE 1 = 1 GROUP BY u.username ) TOTAL;
2019-08-01 14:09:46.487 febs [http-nio-8080-exec-1] INFO  p6spy - 2019-08-01 14:09:46 | 耗时 1 ms | SQL 语句：
SELECT u.user_id userId, u.username, u.email, u.mobile, u.status, u.create_time createTime, u.ssex sex, u.dept_id deptId, u.last_login_time lastLoginTime, u.modify_time modifyTime, u.description, u.avatar, d.dept_name deptName, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName FROM t_user u LEFT JOIN t_dept d ON (u.dept_id = d.dept_id) LEFT JOIN t_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN t_role r ON r.role_id = ur.role_id WHERE 1 = 1 GROUP BY u.username ORDER BY userId ASC LIMIT 0,10;
2019-08-01 14:09:46.490 febs [http-nio-8080-exec-6] INFO  p6spy - 2019-08-01 14:09:46 | 耗时 1 ms | SQL 语句：
SELECT DEPT_ID, PARENT_ID, DEPT_NAME, ORDER_NUM, CREATE_TIME, MODIFY_TIME FROM t_dept;
2019-08-01 14:09:50.122 febs [http-nio-8080-exec-4] INFO  p6spy - 2019-08-01 14:09:50 | 耗时 0 ms | SQL 语句：
SELECT u.user_id userId, u.username, u.email, u.mobile, u.password, u.status, u.create_time createTime, u.ssex sex, u.dept_id deptId, u.last_login_time lastLoginTime, u.modify_time modifyTime, u.description, u.avatar, u.theme, u.is_tab isTab, d.dept_name deptName, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName FROM t_user u LEFT JOIN t_dept d ON (u.dept_id = d.dept_id) LEFT JOIN t_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN t_role r ON r.role_id = ur.role_id WHERE u.username = 'wnagpei' GROUP BY u.username;
2019-08-01 14:09:50.203 febs [http-nio-8080-exec-7] INFO  p6spy - 2019-08-01 14:09:50 | 耗时 0 ms | SQL 语句：
SELECT DEPT_ID, PARENT_ID, DEPT_NAME, ORDER_NUM, CREATE_TIME, MODIFY_TIME FROM t_dept;
2019-08-01 14:09:50.224 febs [http-nio-8080-exec-2] INFO  p6spy - 2019-08-01 14:09:50 | 耗时 0 ms | SQL 语句：
SELECT ROLE_ID, ROLE_NAME, REMARK, CREATE_TIME, MODIFY_TIME FROM t_role;
2019-08-01 14:09:55.099 febs [http-nio-8080-exec-3] INFO  p6spy - 2019-08-01 14:09:55 | 耗时 2 ms | SQL 语句：
DELETE FROM t_user WHERE USER_ID IN ('8');
2019-08-01 14:09:55.101 febs [http-nio-8080-exec-3] INFO  p6spy - 2019-08-01 14:09:55 | 耗时 0 ms | SQL 语句：
DELETE FROM t_user_role WHERE USER_ID IN ('8');
2019-08-01 14:09:55.107 febs [Febs-Async-Thread4] INFO  p6spy - 2019-08-01 14:09:55 | 耗时 1 ms | SQL 语句：
INSERT INTO t_log (USERNAME, OPERATION, TIME, METHOD, PARAMS, IP, CREATE_TIME, LOCATION) VALUES ('MrBird', '删除用户', 8, 'com.neefull.fsp.system.controller.UserController.deleteUsers()', ' userIds: "8"', '127.0.0.1', '2019-08-01T14:09:55.104+0800', '内网IP|0|0|内网IP|内网IP');
2019-08-01 14:09:55.123 febs [http-nio-8080-exec-8] INFO  p6spy - 2019-08-01 14:09:55 | 耗时 0 ms | SQL 语句：
SELECT COUNT(1) FROM ( SELECT u.user_id userId, u.username, u.email, u.mobile, u.status, u.create_time createTime, u.ssex sex, u.dept_id deptId, u.last_login_time lastLoginTime, u.modify_time modifyTime, u.description, u.avatar, d.dept_name deptName, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName FROM t_user u LEFT JOIN t_dept d ON (u.dept_id = d.dept_id) LEFT JOIN t_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN t_role r ON r.role_id = ur.role_id WHERE 1 = 1 GROUP BY u.username ) TOTAL;
2019-08-01 14:09:55.124 febs [http-nio-8080-exec-8] INFO  p6spy - 2019-08-01 14:09:55 | 耗时 0 ms | SQL 语句：
SELECT u.user_id userId, u.username, u.email, u.mobile, u.status, u.create_time createTime, u.ssex sex, u.dept_id deptId, u.last_login_time lastLoginTime, u.modify_time modifyTime, u.description, u.avatar, d.dept_name deptName, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName FROM t_user u LEFT JOIN t_dept d ON (u.dept_id = d.dept_id) LEFT JOIN t_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN t_role r ON r.role_id = ur.role_id WHERE 1 = 1 GROUP BY u.username ORDER BY userId ASC LIMIT 0,10;
2019-08-01 14:09:59.634 febs [http-nio-8080-exec-9] INFO  p6spy - 2019-08-01 14:09:59 | 耗时 0 ms | SQL 语句：
SELECT DEPT_ID, PARENT_ID, DEPT_NAME, ORDER_NUM, CREATE_TIME, MODIFY_TIME FROM t_dept;
2019-08-01 14:09:59.651 febs [http-nio-8080-exec-10] INFO  p6spy - 2019-08-01 14:09:59 | 耗时 0 ms | SQL 语句：
SELECT ROLE_ID, ROLE_NAME, REMARK, CREATE_TIME, MODIFY_TIME FROM t_role;
2019-08-01 14:10:21.637 febs [http-nio-8080-exec-1] INFO  p6spy - 2019-08-01 14:10:21 | 耗时 0 ms | SQL 语句：
SELECT u.user_id userId, u.username, u.email, u.mobile, u.password, u.status, u.create_time createTime, u.ssex sex, u.dept_id deptId, u.last_login_time lastLoginTime, u.modify_time modifyTime, u.description, u.avatar, u.theme, u.is_tab isTab, d.dept_name deptName, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName FROM t_user u LEFT JOIN t_dept d ON (u.dept_id = d.dept_id) LEFT JOIN t_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN t_role r ON r.role_id = ur.role_id WHERE u.username = 'wangpei' GROUP BY u.username;
2019-08-01 14:10:21.653 febs [http-nio-8080-exec-6] INFO  p6spy - 2019-08-01 14:10:21 | 耗时 3 ms | SQL 语句：
INSERT INTO t_user (USERNAME, PASSWORD, EMAIL, MOBILE, STATUS, CREATE_TIME, SSEX, AVATAR, THEME, IS_TAB, DESCRIPTION) VALUES ('wangpei', 'd89eb3928df6323a27575b9e70ee75cf', 'pei.wang@neefull.com', '18098698828', '1', '2019-08-01T14:10:21.647+0800', '2', 'default.jpg', 'black', '1', '');
2019-08-01 14:10:21.665 febs [Febs-Async-Thread5] INFO  p6spy - 2019-08-01 14:10:21 | 耗时 1 ms | SQL 语句：
INSERT INTO t_log (USERNAME, OPERATION, TIME, METHOD, PARAMS, IP, CREATE_TIME, LOCATION) VALUES ('MrBird', '新增用户', 13, 'com.neefull.fsp.system.controller.UserController.addUser()', ' user: "User(userId=9, username=wangpei, password=d89eb3928df6323a27575b9e70ee75cf, deptId=null, email=pei.wang@neefull.com, mobile=18098698828, status=1, createTime=Thu Aug 01 14:10:21 CST 2019, modifyTime=null, lastLoginTime=null, sex=2, avatar=default.jpg, theme=black, isTab=1, description=, deptName=null, createTimeFrom=null, createTimeTo=null, roleId=1, roleName=null)"', '127.0.0.1', '2019-08-01T14:10:21.660+0800', '内网IP|0|0|内网IP|内网IP');
2019-08-01 14:10:21.678 febs [http-nio-8080-exec-4] INFO  p6spy - 2019-08-01 14:10:21 | 耗时 0 ms | SQL 语句：
SELECT COUNT(1) FROM ( SELECT u.user_id userId, u.username, u.email, u.mobile, u.status, u.create_time createTime, u.ssex sex, u.dept_id deptId, u.last_login_time lastLoginTime, u.modify_time modifyTime, u.description, u.avatar, d.dept_name deptName, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName FROM t_user u LEFT JOIN t_dept d ON (u.dept_id = d.dept_id) LEFT JOIN t_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN t_role r ON r.role_id = ur.role_id WHERE 1 = 1 GROUP BY u.username ) TOTAL;
2019-08-01 14:10:21.679 febs [http-nio-8080-exec-4] INFO  p6spy - 2019-08-01 14:10:21 | 耗时 0 ms | SQL 语句：
SELECT u.user_id userId, u.username, u.email, u.mobile, u.status, u.create_time createTime, u.ssex sex, u.dept_id deptId, u.last_login_time lastLoginTime, u.modify_time modifyTime, u.description, u.avatar, d.dept_name deptName, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName FROM t_user u LEFT JOIN t_dept d ON (u.dept_id = d.dept_id) LEFT JOIN t_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN t_role r ON r.role_id = ur.role_id WHERE 1 = 1 GROUP BY u.username ORDER BY userId ASC LIMIT 0,10;
2019-08-01 14:10:26.310 febs [http-nio-8080-exec-7] INFO  p6spy - 2019-08-01 14:10:26 | 耗时 0 ms | SQL 语句：
SELECT u.user_id userId, u.username, u.email, u.mobile, u.password, u.status, u.create_time createTime, u.ssex sex, u.dept_id deptId, u.last_login_time lastLoginTime, u.modify_time modifyTime, u.description, u.avatar, u.theme, u.is_tab isTab, d.dept_name deptName, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName FROM t_user u LEFT JOIN t_dept d ON (u.dept_id = d.dept_id) LEFT JOIN t_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN t_role r ON r.role_id = ur.role_id WHERE u.username = 'wangpei' GROUP BY u.username;
2019-08-01 14:10:26.341 febs [http-nio-8080-exec-2] INFO  p6spy - 2019-08-01 14:10:26 | 耗时 0 ms | SQL 语句：
SELECT DEPT_ID, PARENT_ID, DEPT_NAME, ORDER_NUM, CREATE_TIME, MODIFY_TIME FROM t_dept;
2019-08-01 14:10:26.846 febs [http-nio-8080-exec-3] INFO  p6spy - 2019-08-01 14:10:26 | 耗时 0 ms | SQL 语句：
SELECT ROLE_ID, ROLE_NAME, REMARK, CREATE_TIME, MODIFY_TIME FROM t_role;
2019-08-01 14:10:35.205 febs [http-nio-8080-exec-8] INFO  p6spy - 2019-08-01 14:10:35 | 耗时 0 ms | SQL 语句：
SELECT u.user_id userId, u.username, u.email, u.mobile, u.password, u.status, u.create_time createTime, u.ssex sex, u.dept_id deptId, u.last_login_time lastLoginTime, u.modify_time modifyTime, u.description, u.avatar, u.theme, u.is_tab isTab, d.dept_name deptName, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName FROM t_user u LEFT JOIN t_dept d ON (u.dept_id = d.dept_id) LEFT JOIN t_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN t_role r ON r.role_id = ur.role_id WHERE u.username = 'wangpei' GROUP BY u.username;
2019-08-01 14:10:35.218 febs [http-nio-8080-exec-5] INFO  p6spy - 2019-08-01 14:10:35 | 耗时 2 ms | SQL 语句：
UPDATE t_user SET DEPT_ID = 1, EMAIL = 'pei.wang@neefull.com', MOBILE = '18098698828', STATUS = '1', MODIFY_TIME = '2019-08-01T14:10:35.214+0800', SSEX = '0', DESCRIPTION = '' WHERE USER_ID = 9;
2019-08-01 14:10:35.220 febs [http-nio-8080-exec-5] INFO  p6spy - 2019-08-01 14:10:35 | 耗时 0 ms | SQL 语句：
DELETE FROM t_user_role WHERE USER_ID = 9;
2019-08-01 14:10:35.228 febs [Febs-Async-Thread1] INFO  p6spy - 2019-08-01 14:10:35 | 耗时 1 ms | SQL 语句：
INSERT INTO t_log (USERNAME, OPERATION, TIME, METHOD, PARAMS, IP, CREATE_TIME, LOCATION) VALUES ('MrBird', '修改用户', 10, 'com.neefull.fsp.system.controller.UserController.updateUser()', ' user: "User(userId=9, username=null, password=null, deptId=1, email=pei.wang@neefull.com, mobile=18098698828, status=1, createTime=null, modifyTime=Thu Aug 01 14:10:35 CST 2019, lastLoginTime=null, sex=0, avatar=null, theme=null, isTab=null, description=, deptName=null, createTimeFrom=null, createTimeTo=null, roleId=1, roleName=null)"', '127.0.0.1', '2019-08-01T14:10:35.224+0800', '内网IP|0|0|内网IP|内网IP');
2019-08-01 14:10:35.240 febs [http-nio-8080-exec-9] INFO  p6spy - 2019-08-01 14:10:35 | 耗时 0 ms | SQL 语句：
SELECT COUNT(1) FROM ( SELECT u.user_id userId, u.username, u.email, u.mobile, u.status, u.create_time createTime, u.ssex sex, u.dept_id deptId, u.last_login_time lastLoginTime, u.modify_time modifyTime, u.description, u.avatar, d.dept_name deptName, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName FROM t_user u LEFT JOIN t_dept d ON (u.dept_id = d.dept_id) LEFT JOIN t_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN t_role r ON r.role_id = ur.role_id WHERE 1 = 1 GROUP BY u.username ) TOTAL;
2019-08-01 14:10:35.241 febs [http-nio-8080-exec-9] INFO  p6spy - 2019-08-01 14:10:35 | 耗时 0 ms | SQL 语句：
SELECT u.user_id userId, u.username, u.email, u.mobile, u.status, u.create_time createTime, u.ssex sex, u.dept_id deptId, u.last_login_time lastLoginTime, u.modify_time modifyTime, u.description, u.avatar, d.dept_name deptName, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName FROM t_user u LEFT JOIN t_dept d ON (u.dept_id = d.dept_id) LEFT JOIN t_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN t_role r ON r.role_id = ur.role_id WHERE 1 = 1 GROUP BY u.username ORDER BY userId ASC LIMIT 0,10;
2019-08-01 14:10:59.723 febs [http-nio-8080-exec-2] INFO  c.n.flp.common.aspect.LimitAspect - IP:127.0.0.1 第 1 次访问key为 [limit_login127.0.0.1]，描述为 [登录接口] 的接口
